name,url,gvkey,paragraphs,words,tracking_cookies,g_fog,legal_quality
KIRBY CORP,www.kirbycorp.com,6461.0,16.0,1305.0,0.0,22.391773,-0.32809877
KIRIN HOLDINGS CO LTD,www.kirinholdings.co.jp,18729.0,15.0,683.0,5.0,17.308514000000002,-0.23265372
KIRKLAND'S INC,www.kirklands.com,148391.0,34.0,3850.0,28.0,17.915468,-0.11135771
KITE REALTY GROUP TRUST,www.kiterealty.com,266315.0,10.0,375.0,1.0,14.859679000000002,-0.72591203
KKR & CO INC,www.kkr.com,179741.0,30.0,2418.0,0.0,17.912403,-0.44813091
KKR REAL ESTATE FIN TR INC,www.kkrreit.com,31251.0,29.0,2316.0,1.0,17.686388,-0.33980879
KLA-TENCOR CORP,www.kla-tencor.com,6304.0,53.0,2876.0,0.0,19.905365,1.3126962
KIRKLAND LAKE GOLD LTD,www.klgold.com/Home/default.aspx,105661.0,20.0,2159.0,1.0,21.919442999999998,-0.37494972
KLX INC,www.klx.com,22343.0,34.0,2310.0,1.0,20.001728,-0.79154074
KNOLL INC,www.knoll.com,64745.0,14.0,812.0,1.0,15.642821,-0.97967607
KNOW LABS INC,www.knowlabs.co,166430.0,25.0,1073.0,1.0,18.690603,0.18335098
KNOWLES CORP,www.knowles.com,19518.0,20.0,1336.0,1.0,18.368999,0.21631922
KULICKE & SOFFA INDUSTRIES,www.kns.com,6509.0,3.0,131.0,0.0,14.813958,0.19819276
EMBOTELLADORA ANDINA SA,www.koandina.com,30436.0,14.0,980.0,0.0,22.729052,-0.6270588
EASTMAN KODAK CO,www.kodak.com,4194.0,34.0,1960.0,1.0,16.119354,0.62364292
KONA GRILL INC,www.konagrill.com,164290.0,18.0,1109.0,2.0,18.06642,0.15734006
KOPIN CORP,www.kopin.com,25166.0,13.0,1559.0,7.0,17.924303,-0.40779194
KOPPERS HOLDINGS INC,www.koppers.com,163113.0,52.0,3120.0,0.0,19.232212,1.3416525
KORNIT DIGITAL LTD,www.kornit-digital.com,23243.0,36.0,3117.0,6.0,15.669038,0.7183946999999999
KOSMOS ENERGY LTD,www.kosmosenergy.com,186276.0,10.0,981.0,0.0,16.521423000000002,-0.48166969
KOSS CORP,www.koss.com,6497.0,25.0,1310.0,6.0,14.257199,-0.28715122
KRAFT HEINZ CO,www.kraftheinzcompany.com,5568.0,33.0,2480.0,0.0,18.143686,0.56391543
KRATON CORP,www.kraton.com,166230.0,4.0,147.0,0.0,17.120371,-0.2561065
KRATOS DEFENSE & SECURITY,www.kratosdefense.com,126056.0,25.0,1236.0,1.0,17.07509,1.0073317
KT CORP,www.kt.com,133104.0,159.92,9791.4697,1.0,20.773249,-0.23054542
KUSH BOTTLES INC,www.kushbottles.com,26566.0,12.0,682.0,2.0,17.60924,-0.09585320900000001
KVH INDUSTRIES INC,www.kvh.com,62549.0,77.0,4172.0,1.0,19.190357000000002,1.4993589
LABORATORY CP OF AMER HLDGS,www.labcorp.com,14960.0,19.0,1320.0,28.0,17.430691,-0.15929227
LADDER CAPITAL CORP,www.laddercapital.com,19440.0,7.0,382.0,0.0,19.914425,-0.079826519
LADENBURG THALMANN FINL SERV,www.ladenburg.com,65717.0,28.0,1526.0,0.0,19.726875,-0.028332699
LAKELAND FINANCIAL CORP,www.lakecitybank.com,18732.0,2.0,99.0,0.0,11.837566,-0.69590777
LAKELAND INDUSTRIES INC,www.lakeland.com,12597.0,27.0,1720.0,2.0,14.976219,-0.36018705
LAKELAND BANCORP INC,www.lakelandbank.com,109621.0,24.0,977.0,3.0,15.105823999999998,-0.47297204
LAKEVIEW HOTEL INVESTMENT,www.lakeviewhotels.com/index.php,160295.0,36.0,3498.0,0.0,19.597837,0.19517456
LAMAR ADVERTISING CO  -CL A,www.lamar.com,63422.0,19.0,1163.0,2.0,18.63909,-0.027159914
LAM RESEARCH CORP,www.lamresearch.com,6565.0,10.0,654.0,0.0,17.467085,-0.45890701
LANCASTER COLONY CORP,www.lancastercolony.com,6573.0,25.0,2870.0,1.0,19.128069,-0.64367145
LANDS' END INC,www.landsend.com,19581.0,58.0,3359.0,28.0,16.344858,0.74691695
LANDSTAR SYSTEM INC,www.landstar.com,21440.0,57.0,3018.0,1.0,20.748594,0.53089011
LANNETT CO INC,www.lannett.com,22632.0,39.0,3200.0,1.0,20.795702,-0.77843726
LANTRONIX INC,www.lantronix.com,138467.0,50.0,2189.0,7.0,17.317375,0.51265651
LARGO RESOURCES LTD,www.largoresources.com,106003.0,12.0,532.0,1.0,16.310843,-0.18534099
LASSONDE INDUSTRIES INC-CL A,www.lassonde.com,20879.0,22.0,2165.0,0.0,18.711105,0.56380916
LATTICE BIOLOGICS LTD,www.latticebiologics.com,26767.0,20.0,750.0,2.0,18.150451999999998,-0.33384356
LATTICE SEMICONDUCTOR CORP,www.latticesemi.com,16597.0,34.0,1678.0,0.0,16.8025,0.65856999
LAUREATE EDUCATION INC,www.laureate.net,26305.0,69.0,3544.0,0.0,20.330692000000003,0.76021844
LAURENTIAN BANK OF CANADA,www.laurentianbank.com,16432.0,32.0,2068.0,2.0,20.474745000000002,-0.30596539
LAWSON PRODUCTS,www.lawsonproducts.com,6617.0,87.0,6671.0,1.0,17.317558,0.17763902
LAYNE CHRISTENSEN CO,www.layne.com,25680.0,6.0,629.0,0.0,17.142218,-0.33183396
LAZARD LTD,www.lazard.com,162559.0,24.0,1988.0,0.0,19.691114000000002,-0.32122716
LAZYDAYS HOLDINGS INC,www.lazydays.com,26218.0,111.0,9791.4697,5.0,20.403845,-0.41745728
L BRANDS INC,www.lb.com,6733.0,27.0,1893.0,0.0,19.015024,0.81709474
FOSTER (LB) CO,www.lbfoster.com,4860.0,6.0,456.0,0.0,13.658076000000001,-0.52403295
LCI INDUSTRIES,www.lci1.com,11796.0,45.0,4079.0,5.0,18.218731,0.41306570000000004
LCNB CORP,www.lcnb.com,66210.0,59.0,9791.4697,2.0,17.162367,-0.35513291
LEADFX INC,www.leadfxinc.com,26538.0,21.0,2092.0,1.0,22.990714999999998,-0.25707015
LEAF GROUP LTD,www.leafgroup.com,185703.0,57.0,3689.0,4.0,21.331678,1.3939233
LEAR CORP,www.lear.com,16477.0,5.0,305.0,4.0,14.462479,-0.43939215
LEARNING TREE INTL INC,www.learningtree.com,61662.0,26.0,1372.0,2.0,17.254276,-0.065599278
LEATT CORP,www.leatt.com,164276.0,27.0,1433.0,2.0,15.83376,0.59653473
LE CHATEAU  -CL B,www.lechateau.com,20304.0,20.0,1018.0,1.0,16.971605,0.313162
LEDYARD FINANCIAL GROUP INC,www.ledyardbank.com,164934.0,3.0,72.0,7.0,12.947027,-0.39313027
LEE ENTERPRISES INC,www.lee.net,6639.0,56.0,3768.0,0.0,15.353985999999999,0.98785055
LEGGETT & PLATT INC,www.leggett.com,6649.0,23.0,1600.0,0.0,17.278929,-0.42756861
LEIDOS HOLDINGS INC,www.leidos.com,165123.0,88.0,3096.0,5.0,19.062739999999998,0.43781286
SIENNA SENIOR LIVING INC,www.leisureworld.ca,184543.0,28.0,1398.0,1.0,18.518279999999997,0.29774344
LEMAITRE VASCULAR INC,www.lemaitre.com,174390.0,16.0,867.0,0.0,15.157125,-0.095424846
LENDINGCLUB CORP,www.lendingclub.com,19647.0,66.0,4595.0,7.0,17.735498,0.85990793
LENDINGTREE INC,www.lendingtree.com,180423.0,24.0,1533.0,0.0,15.178092999999999,-0.17661773
LENNAR CORP,www.lennar.com,6669.0,66.0,4017.0,7.0,20.128854999999998,0.78246093
LENNOX INTERNATIONAL INC,www.lennoxinternational.com,122380.0,11.0,1020.0,2.0,16.872068,-0.98064154
LEONOVUS INC,www.leonovus.com,185884.0,35.0,1746.0,4.0,19.515932,0.53745341
LEON'S FURNITURE LTD,www.leons.ca,6672.0,32.0,3434.0,5.0,13.19735,-0.82435811
LEXICON PHARMACEUTICALS INC,www.lexpharma.com,133868.0,23.0,1768.0,0.0,15.679151999999998,-0.37943405
LINCOLN NATIONAL CORP,www.lfg.com,6742.0,38.0,2489.0,0.0,16.116531,0.47641081
LGI HOMES INC,www.lgihomes.com,18629.0,9.0,714.0,4.0,14.798063,-0.35558426
LHC GROUP INC,www.lhcgroup.com,162404.0,5.0,211.0,0.0,20.358685,-0.29646224
LIBBEY INC,www.libbey.com,28462.0,46.0,2302.0,1.0,21.809507,0.79025143
LIBERTY GLOBAL PLC,www.libertyglobal.com,160549.0,14.0,970.0,0.0,17.740318,-0.59185797
LIBERTY PROPERTY TRUST,www.libertyproperty.com,30354.0,5.0,217.0,0.0,12.909091,-6.771567299999999
LIFELOC TECHNOLOGIES INC,www.lifeloc.com,187411.0,19.0,740.0,0.0,14.978727,-0.47089764
LIFEPOINT HEALTH INC,www.lifepointhealth.net,120297.0,17.0,1045.0,1.0,16.019339000000002,-0.036046453
LIFE STORAGE INC,www.lifestorage.com,60914.0,27.0,1934.0,0.0,15.833336,0.47421709
LIFEVANTAGE CORP,www.lifevantage.com,25027.0,25.0,1152.0,5.0,13.414428,0.034552224
LIFEWAY FOODS INC,www.lifewaykefir.com,15087.0,20.0,1672.0,1.0,17.473896,-0.006087929000000001
LIGAND PHARMACEUTICAL INC,www.ligand.com,25937.0,3.0,154.0,0.0,12.653226,-6.2460146
LIGHTINTHEBOX HLDG  -ADR,www.lightinthebox.com,17807.0,41.0,2178.0,6.0,18.211416,0.28561974
LIGHTPATH TECHNOLOGIES INC,www.lightpath.com,62217.0,10.0,323.0,0.0,17.740318,-0.035925663999999996
LILIS ENERGY INC,www.lilisenergy.com,186061.0,24.0,2178.0,0.0,18.002087,-0.42574769
LILLY (ELI) & CO,www.lilly.com,6730.0,49.0,3587.0,4.0,18.641647,0.83783257
LIMELIGHT NETWORKS INC,www.limelight.com,177315.0,60.0,3944.0,21.0,15.49748,0.42964688
LIMESTONE BANCORP INC,www.limestonebank.com,174301.0,18.0,1365.0,1.0,16.646784,-0.17745972
LIMONEIRA CO,www.limoneira.com,29962.0,1.0,59.540001000000004,7.0,14.0,-0.72052968
LINAMAR CORP,www.linamar.com,20561.0,37.0,1802.0,2.0,20.354342000000003,0.86322498
LINCOLN ELECTRIC HLDGS INC,www.lincolnelectric.com,6737.0,78.0,4301.0,3.0,20.210415,1.059985
LINDSAY CORP,www.lindsay.com,14954.0,69.0,3091.0,2.0,16.448320000000002,1.2647058999999998
FIDELITY SOUTHERN CORP,www.lionbank.com,30888.0,7.0,244.0,4.0,15.555297,-0.35534734
LIPOCINE INC,www.lipocine.com,18424.0,3.0,149.0,0.0,16.376286,-0.25545636
LIQUIDITY SERVICES INC,www.liquidityservices.com,166213.0,54.0,3211.0,22.0,17.52545,1.0487561
LITHIA MOTORS INC  -CL A,www.lithia.com,64175.0,34.0,2728.0,1.0,18.274437,-0.95621938
LITHIUM AMERICAS CORP,www.lithiumamericas.com,180464.0,159.92,9791.4697,0.0,25.537382,-0.41159055
LITTELFUSE INC,www.littelfuse.com,25747.0,62.0,2521.0,0.0,18.124062,0.79311419
LIVANOVA PLC,www.livanova.com,27810.0,47.0,2490.0,1.0,16.274096,1.0606816000000001
LIVE NATION ENTERTAINMENT,www.livenationentertainment.com,165746.0,47.0,1925.0,0.0,11.837566,0.63896191
LIVE OAK BANCSHARES INC,www.liveoakbank.com,20299.0,40.0,1148.0,7.0,17.159906,-0.07422705
LIVEPERSON INC,www.liveperson.com,133869.0,50.0,2788.0,8.0,18.652758,1.4093319
LKQ CORP,www.lkqcorp.com,155394.0,40.0,3731.0,0.0,16.102776000000002,0.89999622
LLOYDS BANKING GROUP PLC,www.lloydsbankinggroup.com,15929.0,138.0,4790.0,1.0,11.837566,0.88402253
LOBLAW COMPANIES LTD,www.loblaw.ca,6771.0,85.0,4837.0,0.0,21.481758,0.30685732
LOCKHEED MARTIN CORP,www.lockheedmartin.com,6774.0,53.0,2102.0,4.0,22.541309,1.2599669
LOEWS CORP,www.loews.com,6781.0,7.0,821.0,0.0,19.334099,-0.36149582
LOGISTEC CORP,www.logistec.com,20565.0,22.0,1900.0,0.0,23.523445000000002,-0.213177
LOMA NEGRA C.I.A.S.A.,www.lomanegra.com,267059.0,45.0,1834.0,2.0,17.733047,0.45026296
LOWE'S COMPANIES INC,www.lowes.com,6829.0,60.0,3257.0,1.0,18.861053,0.29592904
LOXO ONCOLOGY INC,www.loxooncology.com,21016.0,69.0,4923.0,0.0,18.817884,0.95807928
LOUISIANA-PACIFIC CORP,www.lpcorp.com,6821.0,8.0,388.0,3.0,18.044676000000003,0.024604099
LPL FINANCIAL HOLDINGS INC,www.lpl.com,178519.0,26.0,2053.0,10.0,18.385482999999997,0.15189973
LRAD CORP,www.lradx.com,22373.0,12.0,604.0,4.0,16.402821,-0.039916921
LSB INDUSTRIES INC,www.lsbindustries.com,6528.0,8.0,431.0,0.0,14.062103,-0.6234659
LSC COMMUNICATIONS INC,www.lsccom.com,27802.0,28.0,1478.0,0.0,19.133829000000002,0.52115119
LSI INDUSTRIES INC,www.lsi-industries.com,6527.0,108.0,7536.0,0.0,16.014065,-0.48201019
LUBYS INC,www.lubysinc.com,6831.0,22.0,1693.0,0.0,15.162441000000001,-0.42641225
LUCARA DIAMOND CORP,www.lucaradiamond.com,180506.0,24.0,1210.0,2.0,15.063804000000001,0.22080572
DEUTSCHE LUFTHANSA AG,www.lufthansagroup.com,100103.0,59.0,2196.0,0.0,14.778404,1.2679719999999999
OIL CO LUKOIL PJSC,www.lukoil.com,206457.0,70.0,2394.0,1.0,18.733885,0.50172544
LULULEMON ATHLETICA INC,www.lululemon.com,178015.0,42.0,3465.0,14.0,21.061617000000002,0.81919581
LUMBER LIQUIDATORS HLDGS INC,www.lumberliquidators.com,178806.0,24.0,1358.0,0.0,16.598673,-0.50126582
LUMENTUM HOLDINGS INC,www.lumentum.com,23249.0,24.0,1518.0,0.0,19.562634,0.84839368
LUMINEX CORP,www.luminexcorp.com,133504.0,34.0,1870.0,7.0,17.060719,1.3225843000000002
LUNA INNOVATIONS INC,www.lunainc.com,166583.0,11.0,653.0,2.0,15.027042000000002,0.45972723
LUNDIN MINING CORP,www.lundinmining.com,108297.0,14.0,879.0,0.0,16.355413000000002,-0.35722613
LUTHER BURBANK CORP,www.lutherburbanksavings.com,32763.0,22.0,853.0,1.0,14.650526999999999,-0.082888886
LUXFER HOLDINGS PLC,www.luxfer.com,268208.0,18.0,936.0,0.0,14.260171,-0.096356817
LEXINGTON REALTY TRUST,www.lxp.com,29052.0,18.0,1875.0,0.0,21.915470000000003,-0.69227052
LXRANDCO INC,www.lxrco.com,31806.0,62.0,6014.0,4.0,18.056079999999998,1.4033992
LYDALL INC,www.lydall.com,6845.0,6.0,479.0,0.0,14.564627999999999,-0.51805955
LYONDELLBASELL INDUSTRIES NV,www.lyondellbasell.com,294524.0,37.0,1776.0,0.0,14.727482,1.0513358
WILLIAM LYON HOMES,www.lyonhomes.com,24544.0,16.0,1331.0,6.0,16.906147,-0.59926426
MID-AMERICA APT CMNTYS INC,www.maac.com,29649.0,22.0,2189.0,2.0,17.029369,-0.99351799
MACATAWA BANK CORP,www.macatawabank.com,107325.0,22.0,1346.0,3.0,15.142495000000002,-0.93212068
MACE SECURITY INTL INC,www.mace.com,29170.0,10.0,800.0,1.0,17.468626,-0.55433202
MACERICH CO,www.macerich.com,29868.0,57.0,3380.0,3.0,18.821474,1.3528405000000001
MACK-CALI REALTY CORP,www.mack-cali.com,30637.0,8.0,1086.0,3.0,21.465307,-0.32168448
M/ACOM TECHNOLOGY SOLUTIONS,www.macom.com,187740.0,24.0,2356.0,2.0,19.508919,-0.23773465
MACQUARIE INFRASTRUCTURE CP,www.macquarie.com,161120.0,28.0,1341.0,1.0,16.939157,0.21494342
MACROGENICS INC,www.macrogenics.com,18658.0,25.0,2045.0,0.0,17.697369000000002,-0.43726772
MACRO ENTERPRISES INC,www.macroindustries.ca,162548.0,8.0,772.0,0.0,18.220795000000003,-0.37049499
MACY'S INC,www.macysinc.com,4611.0,14.0,768.0,0.0,16.195176999999997,-0.14284287
MADALENA ENERGY INC,www.madalena-ventures.com,164218.0,17.0,1546.0,0.0,20.852188,-0.32590779999999997
MAGYAR BANCORP INC,www.magbank.com,165465.0,13.0,403.0,24.0,16.343489,-0.53696728
MAGELLAN AEROSPACE CORP,www.magellan.aero,4763.0,34.0,2502.0,0.0,20.799885,-0.25047401
MAGELLAN HEALTH INC,www.magellanhealth.com,2940.0,37.0,2237.0,0.0,17.150482,-0.1506065
MAGELLAN MIDSTREAM PRTNRS LP,www.magellanlp.com,142230.0,25.0,4517.0,0.0,19.392471,-0.54237789
MAGIC SOFTWARE ENTERPRISES,www.magicsoftware.com,25367.0,68.0,3389.0,7.0,18.681686,0.6825306999999999
MAGNA INTERNATIONAL INC,www.magna.com,6946.0,14.0,806.0,3.0,17.114197,-0.51330709
MAGNACHIP SEMICONDUCTOR CORP,www.magnachip.com,233491.0,11.0,766.0,0.0,20.844431,-0.59659773
MAGNA TERRA MINERALS INC,www.magnaterraminerals.com,183887.0,18.0,1568.0,0.0,23.051098,-0.40792516
MAJESTIC GOLD CORP,www.majesticgold.com,107340.0,4.0,120.0,0.0,16.976343,-0.15963328
GOODFOOD MARKET CORP,www.makegoodfood.ca,31714.0,35.0,2890.0,10.0,16.167379,-0.33101216
MALIBU BOATS INC,www.malibuboats.com,19391.0,53.0,4355.0,2.0,17.588341,0.32224214
MALLINCKRODT PLC,www.mallinckrodt.com,18086.0,52.0,2276.0,0.0,15.811644,1.2324979999999999
MALVERN BANCORP INC,www.malvernfederal.com,180109.0,13.0,518.0,0.0,12.574142,-0.03553614
MAMMOTH ENERGY SERVICES INC,www.mammothenergy.com,21834.0,3.0,179.0,0.0,12.854931,-6.771567299999999
MAM SOFTWARE GROUP INC,www.mamsoftware.com,165911.0,56.0,2503.0,1.0,16.861760999999998,0.96948105
MANHATTAN ASSOCIATES INC,www.manh.com,109826.0,29.0,1211.0,10.0,16.537317,0.25573179
MANNATECH INC,www.mannatech.com,112968.0,15.0,892.0,0.0,19.057142000000002,-0.39006793
MANNING & NAPIER INC,www.manning-napier.com,189567.0,2.0,81.0,9.0,16.644444,-0.29282314
MANNKIND CORP,www.mannkindcorp.com,160340.0,10.0,506.0,0.0,14.691279999999999,-0.65501952
MANPOWERGROUP,www.manpowergroup.com,14370.0,67.0,2977.0,1.0,22.389824,1.4220101
MANTECH INTL CORP,www.mantech.com,146171.0,8.0,536.0,5.0,20.927366,-0.12262794
MANULIFE FINANCIAL CORP,www.manulife.com,124042.0,15.0,638.0,2.0,18.592813,0.75289893
MANCHESTER UNITED PLC,www.manutd.com,200480.0,43.0,2254.0,7.0,16.514198,0.5636095999999999
MAPLE LEAF FOODS INC,www.mapleleaffoods.com,2675.0,42.0,2571.0,0.0,21.339844,0.55189461
MARATHON OIL CORP,www.marathonoil.com,7017.0,31.0,1039.0,0.0,19.973177,-0.48924738
MARATHON PETROLEUM CORP,www.marathonpetroleum.com,186989.0,19.0,1071.0,25.0,15.264579999999999,-0.28963387
MARATHON PATENT GROUP INC,www.marathonpg.com,4384.0,5.0,236.0,0.0,12.844552,-6.6548562
MARCHEX INC,www.marchex.com,157755.0,45.0,3294.0,8.0,16.807985000000002,0.98989475
MARCUS & MILLICHAP INC,www.marcusmillichap.com,19000.0,56.0,3604.0,2.0,16.931097,0.56632161
MARINEMAX INC,www.marinemax.com,111103.0,1.0,59.540001000000004,0.0,12.577778,-0.25758556
MARIN SOFTWARE INC,www.marinsoftware.com,17376.0,34.0,1659.0,7.0,15.595104999999998,-0.10382639999999999
MARKEL CORP,www.markelcorp.com,12909.0,30.0,1873.0,2.0,17.761646,-0.65930957
MARKETAXESS HOLDINGS INC,www.marketaxess.com,158742.0,41.0,698.0,0.0,20.328339,0.65312016
MARLIN BUSINESS SERVICES INC,www.marlinfinance.com,156157.0,33.0,1711.0,1.0,16.954695,0.075496316
MARLIN GOLD MINING LTD,www.marlingold.com,163787.0,34.0,2004.0,0.0,20.857588,-0.17536719
MARRIOTT INTL INC,www.marriott.com,28930.0,4.0,328.0,28.0,16.445265,-0.061725188
MARRIOTT VACATIONS WORLDWIDE,www.marriottvacationsworldwide.com,191255.0,144.0,6026.0,3.0,20.855567999999998,1.0861871
MARRONE BIO INNOVTIONS,www.marronebioinnovations.com,18270.0,68.0,3873.0,3.0,17.995086999999998,0.14877054
MARTEN TRANSPORT LTD,www.marten.com,12625.0,3.0,696.0,0.0,15.487625,-0.27992469
MARTIN MARIETTA MATERIALS,www.martinmarietta.com,29733.0,48.0,2878.0,1.0,20.320803,-0.34738335
MARTIN MIDSTREAM PARTNERS LP,www.martinmidstream.com,150201.0,4.0,374.0,0.0,18.390867,-0.54948103
MARTINREA INTL INC,www.martinrea.com,65441.0,14.0,766.0,0.0,19.343605,-0.22698516
MARVELL TECHNOLOGY GROUP LTD,www.marvell.com,137310.0,14.0,672.0,3.0,13.954761999999999,-0.41301599
MASCO CORP,www.masco.com,7085.0,45.0,4370.0,8.0,20.71273,-0.31794927
MASIMO CORP,www.masimo.com,177881.0,14.0,485.0,3.0,21.949732,0.34035334
MASONITE INTERNATIONAL CORP,www.masonite.com,20696.0,63.0,5309.0,0.0,18.526714000000002,0.1043063
MASTEC INC,www.mastec.com,2497.0,7.0,661.0,1.0,17.745504,-0.33267823
MASTECH DIGITAL INC,www.mastechdigital.com,180822.0,58.0,3275.0,1.0,16.390936,0.64686841
MASTERCARD INC,www.mastercard.com,160225.0,89.0,4802.0,0.0,20.349064000000002,1.4033483999999998
MCBC HOLDINGS INC,www.mastercraft.com,24911.0,48.0,3540.0,4.0,18.768919,0.32338315
MATADOR RESOURCES CO,www.matadorresources.com,187812.0,1.0,59.540001000000004,2.0,11.837566,-0.30644169
MATERIALISE NV  -ADR,www.materialise.com,20129.0,20.0,861.0,3.0,16.46314,-0.045211799000000004
MATERION CORP,www.materion.com,2448.0,43.0,2489.0,0.0,22.892682999999998,1.1892953000000002
MATINAS BIOPHARMA HLDGS INC,www.matinasbiopharma.com,20756.0,19.0,1075.0,0.0,17.456369,0.12270299999999999
MATRIX SERVICE CO,www.matrixservicecompany.com,23195.0,6.0,323.0,0.0,14.415709,-0.41860598
MATSON INC,www.matson.com,1254.0,26.0,1211.0,0.0,21.140285000000002,-0.30141801
MATTEL INC,www.mattel.com,7116.0,138.0,4541.0,0.0,15.336661999999999,0.35573109999999997
MATTERSIGHT CORP,www.mattersight.com,129840.0,41.0,2824.0,3.0,23.358946,0.27340579
MATTHEWS INTL CORP  -CL A,www.matw.com,30477.0,54.0,2951.0,1.0,18.815804,0.86522108
MAUI LAND & PINEAPPLE CO,www.mauiland.com,7117.0,22.0,1319.0,0.0,20.048466,-0.33189961
MAXAR TECHNOLOGIES LTD,www.maxar.com,137609.0,11.0,533.0,4.0,17.562679,0.40427676
MAXIM INTEGRATED PRODUCTS,www.maximintegrated.com,14256.0,84.0,4076.0,4.0,18.176424,1.2546335
MAXIM POWER CORP,www.maximpowercorp.com,123456.0,37.0,1840.0,0.0,23.203506,0.61855674
MAXIMUS INC,www.maximus.com,64901.0,27.0,1475.0,0.0,18.353567,0.19122219
MAXLINEAR INC,www.maxlinear.com,184551.0,18.0,1518.0,0.0,19.259113,0.36323779999999994
MAXWELL TECHNOLOGIES INC,www.maxwell.com,7124.0,44.0,2064.0,5.0,18.921557999999997,0.26738647
MAZOR ROBOTICS LTD,www.mazorrobotics.com,286017.0,16.0,540.0,1.0,16.444689,0.95569485
MBT FINANCIAL CORP,www.mbandt.com,19057.0,11.0,304.0,2.0,15.187932,-0.54014748
MB FINANCIAL INC/MD,www.mbfinancial.com,31692.0,3.0,97.0,1.0,14.416634,0.020141376000000002
MBIA INC,www.mbia.com,13561.0,16.0,1373.0,0.0,21.07655,-0.72174275
MCCLATCHY CO  -CL A,www.mcclatchy.com,14163.0,69.0,3429.0,4.0,18.555563,0.82475883
MCCORMICK & CO INC,www.mccormickcorporation.com,7146.0,25.0,1406.0,1.0,15.987279999999998,0.18473662
MCCOY GLOBAL INC,www.mccoyglobal.com,65867.0,38.0,1700.0,2.0,19.549244,0.56891066
MCDERMOTT INTL INC,www.mcdermott.com,7152.0,7.0,513.0,1.0,16.775671,-0.68225425
MCEWEN MINING INC,www.mcewenmining.com,9728.0,12.0,557.0,1.0,18.104101,-0.19968523
MDC PARTNERS INC,www.mdc-partners.com,20570.0,57.0,3822.0,2.0,19.053963,-0.38247541
MEDLEY MANAGEMENT INC,www.mdly.com,21547.0,47.0,3415.0,1.0,17.665468,0.11284915
MEDIDATA SOLUTIONS INC,www.mdsol.com,182308.0,79.0,4204.0,6.0,18.004322,1.544921
MDU RESOURCES GROUP INC,www.mdu.com,6867.0,26.0,1802.0,0.0,18.041119000000002,-0.75656813
MEDALLION FINANCIAL CORP,www.medallion.com,62919.0,13.0,636.0,0.0,14.692581,-0.08102069099999999
MEDICAL FACILITIES CORP,www.medicalfacilitiescorp.ca,160864.0,32.0,1535.0,0.0,19.714956,-0.32765865
MEDICAL PROPERTIES TRUST,www.medicalpropertiestrust.com,162160.0,4.0,312.0,0.0,14.394604999999999,-0.50453687
MEDLEY CAPITAL CORP,www.medleycapitalcorp.com,186279.0,31.0,2420.0,2.0,17.53129,0.1005806
MEDNAX INC,www.mednax.com,61325.0,19.0,1151.0,5.0,16.233421,-0.77278167
MEDPACE HOLDINGS INC,www.medpace.com,19998.0,15.0,1301.0,20.0,18.898529,1.1695911
MEG ENERGY CORP,www.megenergy.com,185309.0,32.0,3243.0,0.0,23.424095,-0.32573536
MEI PHARMA INC,www.meipharma.com,157865.0,57.0,2319.0,0.0,18.970739000000002,1.1281543
MELCO RESORTS & ENTERTAINMEN,www.melco-resorts.com,176260.0,9.0,353.0,0.0,19.031639000000002,-0.012323346
MELCOR DEVELOPMENT LTD,www.melcor.ca,15059.0,23.0,1052.0,0.0,15.242417000000001,0.01510088
MELCOR REAL ESTATE INVT TR,www.melcorreit.ca,17873.0,16.0,697.0,0.0,15.201158,-0.032993991
MELLANOX TECHNOLOGIES LTD,www.mellanox.com,176363.0,40.0,3674.0,6.0,19.334021,0.69284654
MEMEX INC,www.memex.ca,19074.0,76.0,3932.0,3.0,15.881226000000002,-0.20459753
MERCADOLIBRE INC,www.mercadolibre.com,178081.0,64.0,4209.0,0.0,19.285742000000003,0.25828528
MERCANTILE BANK CORP,www.mercbank.com,65689.0,17.0,1198.0,3.0,15.53129,-0.58279407
MERCHANTS BANCORP,www.merchantsbankofindiana.com,32619.0,7.0,501.0,0.0,14.828570999999998,0.02804767
MERCK & CO,www.merck.com,7257.0,11.0,724.0,0.0,19.055555,-0.13828543
MEREDITH CORP,www.meredith.com,7260.0,79.0,5316.0,0.0,20.733604,0.41397527
MERIDIAN BIOSCIENCE INC,www.meridianbioscience.com,12433.0,39.0,3317.0,3.0,19.51066,-0.57984763
MERIT MEDICAL SYSTEMS INC,www.merit.com,21777.0,34.0,2029.0,1.0,18.60383,1.1095268
MERITAGE HOMES CORP,www.meritagehomes.com,14790.0,32.0,2045.0,17.0,20.897314,-0.64225024
MERITOR INC,www.meritor.com,65399.0,26.0,2003.0,0.0,25.202227,1.3351612
MERRIMACK PHARMACEUTICALS,www.merrimack.com,187631.0,23.0,1785.0,0.0,17.985537,0.27751026
MERSANA THRPEUTIC INC,www.mersana.com,31628.0,8.0,474.0,0.0,16.254431,-0.57764757
MESOBLAST LTD,www.mesoblast.com,271607.0,23.0,1336.0,0.0,18.554308,0.38871467
META FINANCIAL GROUP INC,www.metafinancialgroup.com,28866.0,14.0,344.0,9.0,15.078431,-0.48269114
METHANEX CORP,www.methanex.com,13971.0,23.0,1186.0,1.0,19.607582,0.85511029
METLIFE INC,www.metlife.com,133768.0,2.0,76.0,23.0,22.533333,-0.033829033
