,Date,Company Name,Link,Score
1614,2023-05-25,Bloomage Biotechnology Corp. Ltd.,https://www.sustainalytics.com/esg-rating/bloomage-biotechnology-corp-ltd/1056918170,"42.0


 
 
 
 
 


Severe ESG Risk"
1615,2023-05-25,Bloomberry Resorts Corp.,https://www.sustainalytics.com/esg-rating/bloomberry-resorts-corp/1171115918,"29.8


 
 
 
 
 


Medium ESG Risk"
1616,2023-05-25,"Bloomin' Brands, Inc.",https://www.sustainalytics.com/esg-rating/bloomin-brands-inc/1136409095,"27.0


 
 
 
 
 


Medium ESG Risk"
1617,2023-05-25,Bloomsbury Publishing Plc,https://www.sustainalytics.com/esg-rating/bloomsbury-publishing-plc/1008012471,"16.6


 
 
 
 
 


Low ESG Risk"
1618,2023-05-25,Blue Bird Corp.,https://www.sustainalytics.com/esg-rating/blue-bird-corp/1280512256,"35.0


 
 
 
 
 


High ESG Risk"
1619,2023-05-25,Blue Bright Ltd.,https://www.sustainalytics.com/esg-rating/blue-bright-ltd/2001188082,"35.4


 
 
 
 
 


High ESG Risk"
1620,2023-05-25,Blue Dart Express Ltd.,https://www.sustainalytics.com/esg-rating/blue-dart-express-ltd/1008760962,"21.8


 
 
 
 
 


Medium ESG Risk"
1621,2023-05-25,Blue Foundry Bancorp,https://www.sustainalytics.com/esg-rating/blue-foundry-bancorp/2003913738,"31.2


 
 
 
 
 


High ESG Risk"
1622,2023-05-25,Blue Label Telecoms Ltd.,https://www.sustainalytics.com/esg-rating/blue-label-telecoms-ltd/1046526724,"32.1


 
 
 
 
 


High ESG Risk"
1623,2023-05-25,Blue Moon Group Holdings Ltd.,https://www.sustainalytics.com/esg-rating/blue-moon-group-holdings-ltd/2007965694,"28.9


 
 
 
 
 


Medium ESG Risk"
1624,2023-05-25,"Blue Owl Capital, Inc.",https://www.sustainalytics.com/esg-rating/blue-owl-capital-inc/2008770303,"31.2


 
 
 
 
 


High ESG Risk"
1625,2023-05-25,"Blue Ridge Bankshares, Inc. (Virginia)",https://www.sustainalytics.com/esg-rating/blue-ridge-bankshares-inc-virginia/2000516017,"32.5


 
 
 
 
 


High ESG Risk"
1626,2023-05-25,"Blue Sail Medical Co., Ltd.",https://www.sustainalytics.com/esg-rating/blue-sail-medical-co-ltd/2002704135,"32.1


 
 
 
 
 


High ESG Risk"
1627,2023-05-25,Blue Square Real Estate Ltd.,https://www.sustainalytics.com/esg-rating/blue-square-real-estate-ltd/1039090171,"25.5


 
 
 
 
 


Medium ESG Risk"
1628,2023-05-25,Blue Star Ltd.,https://www.sustainalytics.com/esg-rating/blue-star-ltd/1008756800,"29.2


 
 
 
 
 


Medium ESG Risk"
1629,2023-05-25,"Bluebik Group Public Co., Ltd.",https://www.sustainalytics.com/esg-rating/bluebik-group-public-co-ltd/2008817229,"22.4


 
 
 
 
 


Medium ESG Risk"
1630,2023-05-25,"bluebird bio, Inc.",https://www.sustainalytics.com/esg-rating/bluebird-bio-inc/1007907167,"29.9


 
 
 
 
 


Medium ESG Risk"
1631,2023-05-25,BlueFocus Intelligent Communications Group Co. Ltd.,https://www.sustainalytics.com/esg-rating/bluefocus-intelligent-communications-group-co-ltd/2002686879,"33.1


 
 
 
 
 


High ESG Risk"
1632,2023-05-25,Bluegreen Vacations Holding Corp.,https://www.sustainalytics.com/esg-rating/bluegreen-vacations-holding-corp/1008132333,"34.0


 
 
 
 
 


High ESG Risk"
1633,2023-05-25,"BlueLinx Holdings, Inc.",https://www.sustainalytics.com/esg-rating/bluelinx-holdings-inc/1017883048,"27.5


 
 
 
 
 


Medium ESG Risk"
1634,2023-05-25,Blueprint Medicines Corp.,https://www.sustainalytics.com/esg-rating/blueprint-medicines-corp/1137680992,"28.6


 
 
 
 
 


Medium ESG Risk"
1635,2023-05-25,"Bluerock Homes Trust, Inc.",https://www.sustainalytics.com/esg-rating/bluerock-homes-trust-inc/2010794184,"19.9


 
 
 
 
 


Low ESG Risk"
1636,2023-05-25,"Bluerock Residential Growth REIT, Inc.",https://www.sustainalytics.com/esg-rating/bluerock-residential-growth-reit-inc/1055566167,"18.8


 
 
 
 
 


Low ESG Risk"
1637,2023-05-25,BlueScope Steel Ltd.,https://www.sustainalytics.com/esg-rating/bluescope-steel-ltd/1014004137,"32.2


 
 
 
 
 


High ESG Risk"
1638,2023-05-25,Bluestar Adisseo Co.,https://www.sustainalytics.com/esg-rating/bluestar-adisseo-co/2000819131,"21.0


 
 
 
 
 


Medium ESG Risk"
1639,2023-05-25,"BMC Software, Inc.",https://www.sustainalytics.com/esg-rating/bmc-software-inc/1007903919,"9.9


 
 
 
 
 


Negligible ESG Risk"
1640,2023-05-25,"BML, Inc.",https://www.sustainalytics.com/esg-rating/bml-inc/1013400082,"24.3


 
 
 
 
 


Medium ESG Risk"
1641,2023-05-25,"BNC Korea Co., Ltd.",https://www.sustainalytics.com/esg-rating/bnc-korea-co-ltd/2007488796,"24.2


 
 
 
 
 


Medium ESG Risk"
1642,2023-05-25,BNG Bank NV,https://www.sustainalytics.com/esg-rating/bng-bank-nv/1008761332,"11.7


 
 
 
 
 


Low ESG Risk"
1643,2023-05-25,"BNK Financial Group, Inc.",https://www.sustainalytics.com/esg-rating/bnk-financial-group-inc/1224761232,"28.5


 
 
 
 
 


Medium ESG Risk"
1644,2023-05-25,BNP Paribas Bank Polska SA,https://www.sustainalytics.com/esg-rating/bnp-paribas-bank-polska-sa/2004555487,"10.9


 
 
 
 
 


Low ESG Risk"
1645,2023-05-25,BNP Paribas Cardif SA,https://www.sustainalytics.com/esg-rating/bnp-paribas-cardif-sa/1030395265,"19.0


 
 
 
 
 


Low ESG Risk"
1646,2023-05-25,BNP Paribas Fortis SA/NV,https://www.sustainalytics.com/esg-rating/bnp-paribas-fortis-sa-nv/1008418232,"16.2


 
 
 
 
 


Low ESG Risk"
1647,2023-05-25,BNP Paribas SA,https://www.sustainalytics.com/esg-rating/bnp-paribas-sa/1008752222,"25.5


 
 
 
 
 


Medium ESG Risk"
1648,2023-05-25,BNP Paribas US Medium-Term Note Program LLC,https://www.sustainalytics.com/esg-rating/bnp-paribas-us-medium-term-note-program-llc/1034850112,"33.7


 
 
 
 
 


High ESG Risk"
1649,2023-05-25,Boa Vista Serviços SA,https://www.sustainalytics.com/esg-rating/boa-vista-servi-os-sa/2003169384,"21.6


 
 
 
 
 


Medium ESG Risk"
1650,2023-05-25,BOAL Holding Coöperatief UA,https://www.sustainalytics.com/esg-rating/boal-holding-co-peratief-ua/2009881678,"7.1


 
 
 
 
 


Negligible ESG Risk"
1651,2023-05-25,Boardwalk Pipeline Partners LP,https://www.sustainalytics.com/esg-rating/boardwalk-pipeline-partners-lp/1021527955,"24.0


 
 
 
 
 


Medium ESG Risk"
1652,2023-05-25,Boardwalk Real Estate Investment Trust,https://www.sustainalytics.com/esg-rating/boardwalk-real-estate-investment-trust/1007903924,"17.5


 
 
 
 
 


Low ESG Risk"
1653,2023-05-25,Bobst Group SA,https://www.sustainalytics.com/esg-rating/bobst-group-sa/1008753124,"33.0


 
 
 
 
 


High ESG Risk"
1654,2023-05-25,BOC Aviation (USA) Corp.,https://www.sustainalytics.com/esg-rating/boc-aviation-usa-corp/2004401366,"21.7


 
 
 
 
 


Medium ESG Risk"
1655,2023-05-25,BOC Aviation Ltd.,https://www.sustainalytics.com/esg-rating/boc-aviation-ltd/1016585609,"21.2


 
 
 
 
 


Medium ESG Risk"
1656,2023-05-25,BOC Hong Kong (Holdings) Ltd.,https://www.sustainalytics.com/esg-rating/boc-hong-kong-holdings-ltd/1015565933,"23.3


 
 
 
 
 


Medium ESG Risk"
1657,2023-05-25,"BOC International (China) Co., Ltd.",https://www.sustainalytics.com/esg-rating/boc-international-china-co-ltd/2006687098,"31.0


 
 
 
 
 


High ESG Risk"
1658,2023-05-25,BOCOM International Holdings Co. Ltd.,https://www.sustainalytics.com/esg-rating/bocom-international-holdings-co-ltd/1057785789,"32.0


 
 
 
 
 


High ESG Risk"
1659,2023-05-25,BoCom Leasing Management Hong Kong Co. Ltd.,https://www.sustainalytics.com/esg-rating/bocom-leasing-management-hong-kong-co-ltd/2005737121,"26.7


 
 
 
 
 


Medium ESG Risk"
1660,2023-05-25,Bodycote Plc,https://www.sustainalytics.com/esg-rating/bodycote-plc/1008496746,"32.8


 
 
 
 
 


High ESG Risk"
1661,2023-05-25,"BOE Technology Group Co., Ltd.",https://www.sustainalytics.com/esg-rating/boe-technology-group-co-ltd/1014618034,"25.1


 
 
 
 
 


Medium ESG Risk"
1662,2023-05-25,BOE Varitronix Ltd.,https://www.sustainalytics.com/esg-rating/boe-varitronix-ltd/1007914404,"34.0


 
 
 
 
 


High ESG Risk"
1663,2023-05-25,"Bohai Leasing Co., Ltd.",https://www.sustainalytics.com/esg-rating/bohai-leasing-co-ltd/1115344796,"32.8


 
 
 
 
 


High ESG Risk"
1664,2023-05-25,Boiron SA,https://www.sustainalytics.com/esg-rating/boiron-sa/1008755381,"29.5


 
 
 
 
 


Medium ESG Risk"
1665,2023-05-25,Boise Cascade Co.,https://www.sustainalytics.com/esg-rating/boise-cascade-co/1033892735,"22.6


 
 
 
 
 


Medium ESG Risk"
1666,2023-05-25,BOK Financial Corp.,https://www.sustainalytics.com/esg-rating/bok-financial-corp/1008201507,"22.6


 
 
 
 
 


Medium ESG Risk"
1667,2023-05-25,Boliden AB,https://www.sustainalytics.com/esg-rating/boliden-ab/1013357701,"27.8


 
 
 
 
 


Medium ESG Risk"
1668,2023-05-25,Bolloré SE,https://www.sustainalytics.com/esg-rating/bollor-se/1008757747,"11.5


 
 
 
 
 


Low ESG Risk"
1669,2023-05-25,Bolsa Mexicana de Valores SAB de CV,https://www.sustainalytics.com/esg-rating/bolsa-mexicana-de-valores-sab-de-cv/1044472800,"11.1


 
 
 
 
 


Low ESG Risk"
1670,2023-05-25,"Bombardier, Inc.",https://www.sustainalytics.com/esg-rating/bombardier-inc/1008573450,"32.5


 
 
 
 
 


High ESG Risk"
1671,2023-05-25,Bonava AB,https://www.sustainalytics.com/esg-rating/bonava-ab/1338915802,"13.1


 
 
 
 
 


Low ESG Risk"
1672,2023-05-25,Bonduelle SCA,https://www.sustainalytics.com/esg-rating/bonduelle-sca/1008762085,"26.5


 
 
 
 
 


Medium ESG Risk"
1673,2023-05-25,BONESUPPORT HOLDING AB,https://www.sustainalytics.com/esg-rating/bonesupport-holding-ab/1436115228,"25.5


 
 
 
 
 


Medium ESG Risk"
1674,2023-05-25,Bong AB,https://www.sustainalytics.com/esg-rating/bong-ab/1010358779,"11.2


 
 
 
 
 


Low ESG Risk"
1675,2023-05-25,Bonheur ASA,https://www.sustainalytics.com/esg-rating/bonheur-asa/1008756423,"17.5


 
 
 
 
 


Low ESG Risk"
1676,2023-05-25,boohoo group Plc,https://www.sustainalytics.com/esg-rating/boohoo-group-plc/1260011077,"26.3


 
 
 
 
 


Medium ESG Risk"
1677,2023-05-25,"Booking Holdings, Inc.",https://www.sustainalytics.com/esg-rating/booking-holdings-inc/1007911500,"21.8


 
 
 
 
 


Medium ESG Risk"
1678,2023-05-25,"Boot Barn Holdings, Inc.",https://www.sustainalytics.com/esg-rating/boot-barn-holdings-inc/1274676023,"16.7


 
 
 
 
 


Low ESG Risk"
1679,2023-05-25,Booz Allen Hamilton Holding Corp.,https://www.sustainalytics.com/esg-rating/booz-allen-hamilton-holding-corp/1008038479,"16.6


 
 
 
 
 


Low ESG Risk"
1680,2023-05-25,Boozt AB,https://www.sustainalytics.com/esg-rating/boozt-ab/1089893423,"22.8


 
 
 
 
 


Medium ESG Risk"
1681,2023-05-25,Boral Ltd.,https://www.sustainalytics.com/esg-rating/boral-ltd/1008271176,"32.3


 
 
 
 
 


High ESG Risk"
1682,2023-05-25,"Boralex, Inc.",https://www.sustainalytics.com/esg-rating/boralex-inc/1008697409,"21.5


 
 
 
 
 


Medium ESG Risk"
1683,2023-05-25,"BorgWarner, Inc.",https://www.sustainalytics.com/esg-rating/borgwarner-inc/1007903954,"12.6


 
 
 
 
 


Low ESG Risk"
1684,2023-05-25,Borosil Renewables Ltd.,https://www.sustainalytics.com/esg-rating/borosil-renewables-ltd/2000103528,"27.9


 
 
 
 
 


Medium ESG Risk"
1685,2023-05-25,Borr Drilling Ltd.,https://www.sustainalytics.com/esg-rating/borr-drilling-ltd/1420373762,"34.7


 
 
 
 
 


High ESG Risk"
1686,2023-05-25,Borregaard ASA,https://www.sustainalytics.com/esg-rating/borregaard-asa/1224207529,"26.0


 
 
 
 
 


Medium ESG Risk"
1687,2023-05-25,Borusan Yatirim ve Pazarlama AS,https://www.sustainalytics.com/esg-rating/borusan-yatirim-ve-pazarlama-as/2000099597,"32.8


 
 
 
 
 


High ESG Risk"
1688,2023-05-25,Borussia Dortmund GmbH & Co. KGaA,https://www.sustainalytics.com/esg-rating/borussia-dortmund-gmbh-co-kgaa/1013705190,"15.1


 
 
 
 
 


Low ESG Risk"
1689,2023-05-25,Boryung Corp.,https://www.sustainalytics.com/esg-rating/boryung-corp/1013717649,"34.5


 
 
 
 
 


High ESG Risk"
1690,2023-05-25,Bosch Ltd.,https://www.sustainalytics.com/esg-rating/bosch-ltd/1017708543,"8.3


 
 
 
 
 


Negligible ESG Risk"
1691,2023-05-25,Bosideng International Holdings Ltd.,https://www.sustainalytics.com/esg-rating/bosideng-international-holdings-ltd/1014340835,"17.2


 
 
 
 
 


Low ESG Risk"
1692,2023-05-25,Boss Energy Ltd.,https://www.sustainalytics.com/esg-rating/boss-energy-ltd/2000164947,"57.2


 
 
 
 
 


Severe ESG Risk"
1693,2023-05-25,Bossard Holding AG,https://www.sustainalytics.com/esg-rating/bossard-holding-ag/1008755001,"21.1


 
 
 
 
 


Medium ESG Risk"
1694,2023-05-25,"Boston Beer Co., Inc.",https://www.sustainalytics.com/esg-rating/boston-beer-co-inc/1008218192,"32.8


 
 
 
 
 


High ESG Risk"
1695,2023-05-25,Boston Gas Co.,https://www.sustainalytics.com/esg-rating/boston-gas-co/2000001094,"21.1


 
 
 
 
 


Medium ESG Risk"
1696,2023-05-25,Boston Omaha Corp.,https://www.sustainalytics.com/esg-rating/boston-omaha-corp/1122643332,"23.8


 
 
 
 
 


Medium ESG Risk"
1697,2023-05-25,"Boston Properties, Inc.",https://www.sustainalytics.com/esg-rating/boston-properties-inc/1008246524,"12.5


 
 
 
 
 


Low ESG Risk"
1698,2023-05-25,Boston Scientific Corp.,https://www.sustainalytics.com/esg-rating/boston-scientific-corp/1008195873,"26.4


 
 
 
 
 


Medium ESG Risk"
1699,2023-05-25,Boubyan Bank KSC,https://www.sustainalytics.com/esg-rating/boubyan-bank-ksc/1037544935,"30.9


 
 
 
 
 


High ESG Risk"
1700,2023-05-25,Boubyan Petrochemical Co. KSC,https://www.sustainalytics.com/esg-rating/boubyan-petrochemical-co-ksc/1019094951,"37.9


 
 
 
 
 


High ESG Risk"
1701,2023-05-25,Boule Diagnostics AB,https://www.sustainalytics.com/esg-rating/boule-diagnostics-ab/1035574159,"28.4


 
 
 
 
 


Medium ESG Risk"
1702,2023-05-25,Boursa Kuwait Securities Co.,https://www.sustainalytics.com/esg-rating/boursa-kuwait-securities-co/2004999991,"23.4


 
 
 
 
 


Medium ESG Risk"
1703,2023-05-25,Boustead Singapore Ltd.,https://www.sustainalytics.com/esg-rating/boustead-singapore-ltd/1011908886,"35.8


 
 
 
 
 


High ESG Risk"
1704,2023-05-25,Bouvet ASA,https://www.sustainalytics.com/esg-rating/bouvet-asa/1041981227,"18.1


 
 
 
 
 


Low ESG Risk"
1705,2023-05-25,Bouygues SA,https://www.sustainalytics.com/esg-rating/bouygues-sa/1008831734,"36.0


 
 
 
 
 


High ESG Risk"
1706,2023-05-25,Bowlero Corp.,https://www.sustainalytics.com/esg-rating/bowlero-corp/2009639062,"18.7


 
 
 
 
 


Low ESG Risk"
1707,2023-05-25,"Box, Inc.",https://www.sustainalytics.com/esg-rating/box-inc/1031124174,"23.7


 
 
 
 
 


Medium ESG Risk"
1708,2023-05-25,"Boxed, Inc.",https://www.sustainalytics.com/esg-rating/boxed-inc/2009600474,"24.9


 
 
 
 
 


Medium ESG Risk"
1709,2023-05-25,Boyd Gaming Corp.,https://www.sustainalytics.com/esg-rating/boyd-gaming-corp/1008206126,"24.5


 
 
 
 
 


Medium ESG Risk"
1710,2023-05-25,"Boyd Group Services, Inc.",https://www.sustainalytics.com/esg-rating/boyd-group-services-inc/2007538030,"21.3


 
 
 
 
 


Medium ESG Risk"
1711,2023-05-25,BP Plc,https://www.sustainalytics.com/esg-rating/bp-plc/1008272712,"32.2


 
 
 
 
 


High ESG Risk"
1712,2023-05-25,BPCE SA,https://www.sustainalytics.com/esg-rating/bpce-sa/1119466873,"16.1


 
 
 
 
 


Low ESG Risk"
1713,2023-05-25,BPER Banca SpA,https://www.sustainalytics.com/esg-rating/bper-banca-spa/1008755246,"27.9


 
 
 
 
 


Medium ESG Risk"
1714,2023-05-25,Bpifrance SA,https://www.sustainalytics.com/esg-rating/bpifrance-sa/1045192604,"16.5


 
 
 
 
 


Low ESG Risk"
1715,2023-05-25,bpost SA,https://www.sustainalytics.com/esg-rating/bpost-sa/1032256384,"18.4


 
 
 
 
 


Low ESG Risk"
1716,2023-05-25,BPRL International Singapore Pte Ltd.,https://www.sustainalytics.com/esg-rating/bprl-international-singapore-pte-ltd/2005046637,"49.0


 
 
 
 
 


Severe ESG Risk"
1717,2023-05-25,BR MALLS Participações SA,https://www.sustainalytics.com/esg-rating/br-malls-participa-es-sa/1038149463,"16.3


 
 
 
 
 


Low ESG Risk"
1718,2023-05-25,BR Properties SA,https://www.sustainalytics.com/esg-rating/br-properties-sa/1037130673,"19.5


 
 
 
 
 


Low ESG Risk"
1719,2023-05-25,Bradespar SA,https://www.sustainalytics.com/esg-rating/bradespar-sa/1008957095,"14.8


 
 
 
 
 


Low ESG Risk"
1720,2023-05-25,Brady Corp.,https://www.sustainalytics.com/esg-rating/brady-corp/1008049542,"6.4


 
 
 
 
 


Negligible ESG Risk"
1721,2023-05-25,"Braemar Hotels & Resorts, Inc.",https://www.sustainalytics.com/esg-rating/braemar-hotels-resorts-inc/1249663407,"20.8


 
 
 
 
 


Medium ESG Risk"
1722,2023-05-25,BrainChip Holdings Ltd.,https://www.sustainalytics.com/esg-rating/brainchip-holdings-ltd/1298499182,"22.1


 
 
 
 
 


Medium ESG Risk"
1723,2023-05-25,"BrainPad, Inc.",https://www.sustainalytics.com/esg-rating/brainpad-inc/1147336232,"26.4


 
 
 
 
 


Medium ESG Risk"
1724,2023-05-25,Brait Plc,https://www.sustainalytics.com/esg-rating/brait-plc/1008664758,"37.2


 
 
 
 
 


High ESG Risk"
1725,2023-05-25,Brambles Ltd.,https://www.sustainalytics.com/esg-rating/brambles-ltd/1042414777,"14.2


 
 
 
 
 


Low ESG Risk"
1726,2023-05-25,"Brambles USA, Inc.",https://www.sustainalytics.com/esg-rating/brambles-usa-inc/1012127872,"18.2


 
 
 
 
 


Low ESG Risk"
1727,2023-05-25,Brandywine Realty Trust,https://www.sustainalytics.com/esg-rating/brandywine-realty-trust/1008163909,"13.2


 
 
 
 
 


Low ESG Risk"
1728,2023-05-25,BrasilAgro Cia Brasileira de Propriedades Agricolas,https://www.sustainalytics.com/esg-rating/brasilagro-cia-brasileira-de-propriedades-agricolas/1034869888,"33.6


 
 
 
 
 


High ESG Risk"
1729,2023-05-25,Braskem Idesa SAPI,https://www.sustainalytics.com/esg-rating/braskem-idesa-sapi/2003281631,"24.5


 
 
 
 
 


Medium ESG Risk"
1730,2023-05-25,Braskem SA,https://www.sustainalytics.com/esg-rating/braskem-sa/1008272770,"24.0


 
 
 
 
 


Medium ESG Risk"
1731,2023-05-25,Bravida Holding AB,https://www.sustainalytics.com/esg-rating/bravida-holding-ab/1057286937,"13.2


 
 
 
 
 


Low ESG Risk"
1732,2023-05-25,Bravura Solutions Ltd.,https://www.sustainalytics.com/esg-rating/bravura-solutions-ltd/1035302067,"18.0


 
 
 
 
 


Low ESG Risk"
1733,2023-05-25,"Braze, Inc.",https://www.sustainalytics.com/esg-rating/braze-inc/2003203509,"24.9


 
 
 
 
 


Medium ESG Risk"
1734,2023-05-25,"BRC, Inc.",https://www.sustainalytics.com/esg-rating/brc-inc/2009853254,"33.2


 
 
 
 
 


High ESG Risk"
1735,2023-05-25,"Bread Financial Holdings, Inc.",https://www.sustainalytics.com/esg-rating/bread-financial-holdings-inc/1007902850,"18.0


 
 
 
 
 


Low ESG Risk"
1736,2023-05-25,Brederode SA,https://www.sustainalytics.com/esg-rating/brederode-sa/1008754267,"35.3


 
 
 
 
 


High ESG Risk"
1737,2023-05-25,Breedon Group Plc,https://www.sustainalytics.com/esg-rating/breedon-group-plc/1053701066,"30.1


 
 
 
 
 


High ESG Risk"
1738,2023-05-25,Breitling SA,https://www.sustainalytics.com/esg-rating/breitling-sa/2001876112,"13.5


 
 
 
 
 


Low ESG Risk"
1739,2023-05-25,Brembo SpA,https://www.sustainalytics.com/esg-rating/brembo-spa/1008761175,"11.7


 
 
 
 
 


Low ESG Risk"
1740,2023-05-25,Brenntag SE,https://www.sustainalytics.com/esg-rating/brenntag-se/1009911666,"16.0


 
 
 
 
 


Low ESG Risk"
1741,2023-05-25,Breville Group Ltd.,https://www.sustainalytics.com/esg-rating/breville-group-ltd/1012371749,"26.9


 
 
 
 
 


Medium ESG Risk"
1742,2023-05-25,Brewin Dolphin Holdings Plc,https://www.sustainalytics.com/esg-rating/brewin-dolphin-holdings-plc/1008760062,"26.8


 
 
 
 
 


Medium ESG Risk"
1743,2023-05-25,BRF SA,https://www.sustainalytics.com/esg-rating/brf-sa/1008561964,"31.7


 
 
 
 
 


High ESG Risk"
1744,2023-05-25,Brickworks Ltd.,https://www.sustainalytics.com/esg-rating/brickworks-ltd/1008756792,"23.8


 
 
 
 
 


Medium ESG Risk"
1745,2023-05-25,"BridgeBio Pharma, Inc.",https://www.sustainalytics.com/esg-rating/bridgebio-pharma-inc/2007105209,"35.8


 
 
 
 
 


High ESG Risk"
1746,2023-05-25,Bridgepoint Group Plc,https://www.sustainalytics.com/esg-rating/bridgepoint-group-plc/2007355656,"22.9


 
 
 
 
 


Medium ESG Risk"
1747,2023-05-25,Bridgestone Corp.,https://www.sustainalytics.com/esg-rating/bridgestone-corp/1008751895,"11.3


 
 
 
 
 


Low ESG Risk"
1748,2023-05-25,"Bridgewater Bancshares, Inc.",https://www.sustainalytics.com/esg-rating/bridgewater-bancshares-inc/2000128830,"33.3


 
 
 
 
 


High ESG Risk"
1749,2023-05-25,Brigade Enterprises Ltd.,https://www.sustainalytics.com/esg-rating/brigade-enterprises-ltd/1041719298,"20.9


 
 
 
 
 


Medium ESG Risk"
1750,2023-05-25,"Bright Dairy & Food Co., Ltd.",https://www.sustainalytics.com/esg-rating/bright-dairy-food-co-ltd/1013411461,"45.8


 
 
 
 
 


Severe ESG Risk"
1751,2023-05-25,"Bright Food (Group) Co., Ltd.",https://www.sustainalytics.com/esg-rating/bright-food-group-co-ltd/1045120438,"45.4


 
 
 
 
 


Severe ESG Risk"
1752,2023-05-25,"Bright Health Group, Inc.",https://www.sustainalytics.com/esg-rating/bright-health-group-inc/2004805865,"27.2


 
 
 
 
 


Medium ESG Risk"
1753,2023-05-25,"Bright Horizons Family Solutions, Inc.",https://www.sustainalytics.com/esg-rating/bright-horizons-family-solutions-inc/1007904023,"17.0


 
 
 
 
 


Low ESG Risk"
1754,2023-05-25,"Brightcove, Inc.",https://www.sustainalytics.com/esg-rating/brightcove-inc/1028623737,"27.3


 
 
 
 
 


Medium ESG Risk"
1755,2023-05-25,"BrightGene Bio-Medical Technology Co., Ltd.",https://www.sustainalytics.com/esg-rating/brightgene-bio-medical-technology-co-ltd/2003157696,"30.5


 
 
 
 
 


High ESG Risk"
1756,2023-05-25,"Brighthouse Financial, Inc.",https://www.sustainalytics.com/esg-rating/brighthouse-financial-inc/1387353983,"20.5


 
 
 
 
 


Medium ESG Risk"
1757,2023-05-25,Brightoil Petroleum (Holdings) Ltd.,https://www.sustainalytics.com/esg-rating/brightoil-petroleum-holdings-ltd/1008759888,"37.8


 
 
 
 
 


High ESG Risk"
1758,2023-05-25,"Brighton-Best International (Taiwan), Inc.",https://www.sustainalytics.com/esg-rating/brighton-best-international-taiwan-inc/1114398244,"34.9


 
 
 
 
 


High ESG Risk"
1759,2023-05-25,"BrightSphere Investment Group, Inc.",https://www.sustainalytics.com/esg-rating/brightsphere-investment-group-inc/2006857326,"34.2


 
 
 
 
 


High ESG Risk"
1760,2023-05-25,"BrightSpire Capital, Inc.",https://www.sustainalytics.com/esg-rating/brightspire-capital-inc/2005772215,"21.8


 
 
 
 
 


Medium ESG Risk"
1761,2023-05-25,"BrightView Holdings, Inc.",https://www.sustainalytics.com/esg-rating/brightview-holdings-inc/2004990211,"22.4


 
 
 
 
 


Medium ESG Risk"
1762,2023-05-25,Brii Biosciences Ltd. (China),https://www.sustainalytics.com/esg-rating/brii-biosciences-ltd-china/2008438378,"22.4


 
 
 
 
 


Medium ESG Risk"
1763,2023-05-25,Brilliance China Automotive Holdings Ltd.,https://www.sustainalytics.com/esg-rating/brilliance-china-automotive-holdings-ltd/1008258402,"37.8


 
 
 
 
 


High ESG Risk"
1764,2023-05-25,"Brinker International, Inc.",https://www.sustainalytics.com/esg-rating/brinker-international-inc/1008139104,"23.9


 
 
 
 
 


Medium ESG Risk"
1765,2023-05-25,Brinova Fastigheter AB,https://www.sustainalytics.com/esg-rating/brinova-fastigheter-ab/2000671072,"17.2


 
 
 
 
 


Low ESG Risk"
1766,2023-05-25,Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret AS,https://www.sustainalytics.com/esg-rating/brisa-bridgestone-sabanci-lastik-sanayi-ve-ticaret-as/1008758064,"18.7


 
 
 
 
 


Low ESG Risk"
1767,2023-05-25,Brisa Concessão Rodoviária SA,https://www.sustainalytics.com/esg-rating/brisa-concess-o-rodovi-ria-sa/1123032821,"9.7


 
 
 
 
 


Negligible ESG Risk"
1768,2023-05-25,Brisbane Airport Corp. Pty Ltd.,https://www.sustainalytics.com/esg-rating/brisbane-airport-corp-pty-ltd/1059903691,"19.8


 
 
 
 
 


Low ESG Risk"
1769,2023-05-25,Briscoe Group Ltd.,https://www.sustainalytics.com/esg-rating/briscoe-group-ltd/2000513607,"15.9


 
 
 
 
 


Low ESG Risk"
1770,2023-05-25,Bristol Myers Squibb Co.,https://www.sustainalytics.com/esg-rating/bristol-myers-squibb-co/1007904044,"22.5


 
 
 
 
 


Medium ESG Risk"
1771,2023-05-25,"Bristow Group, Inc.",https://www.sustainalytics.com/esg-rating/bristow-group-inc/2007928018,"21.8


 
 
 
 
 


Medium ESG Risk"
1772,2023-05-25,Britannia Industries Ltd.,https://www.sustainalytics.com/esg-rating/britannia-industries-ltd/1008756463,"26.7


 
 
 
 
 


Medium ESG Risk"
1773,2023-05-25,British American Tobacco Malaysia Bhd.,https://www.sustainalytics.com/esg-rating/british-american-tobacco-malaysia-bhd/1008753076,"10.2


 
 
 
 
 


Low ESG Risk"
1774,2023-05-25,British American Tobacco plc,https://www.sustainalytics.com/esg-rating/british-american-tobacco-plc/1008204860,"33.7


 
 
 
 
 


High ESG Risk"
1775,2023-05-25,British Broadcasting Corp.,https://www.sustainalytics.com/esg-rating/british-broadcasting-corp/2000520049,"13.7


 
 
 
 
 


Low ESG Risk"
1776,2023-05-25,"British Columbia Ferry Services, Inc.",https://www.sustainalytics.com/esg-rating/british-columbia-ferry-services-inc/1012098889,"19.3


 
 
 
 
 


Low ESG Risk"
1777,2023-05-25,Britvic Plc,https://www.sustainalytics.com/esg-rating/britvic-plc/1015299103,"18.9


 
 
 
 
 


Low ESG Risk"
