Login,Title,Visible Rating,Work Life Balance,Culture Values,Career Opportunities,Compensation Benefits,Senior Management Approval,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management,Date,current_dummy,recommends_dummy,Business Outlook,CEO Approval,fulltime_dummy,dummy_rating,Final Rating,negative_title,negative_pros,negative_cons,negative_text_sentiment,Review Sentiment,negative_title_multilingual,negative_pros_multilingual,negative_cons_multilingual,negative_title_roberta,negative_pros_roberta,negative_cons_roberta,negative_title_yelp,negative_pros_yelp,negative_cons_yelp,negative_title_sst,negative_pros_sst,negative_cons_sst,pros_clean,cons_clean,topics_pros_clean,topics_cons_clean
already logged,Good diversified company with great career opportunities coming up,4.0,5.0,4.0,4.0,4.0,,"March 3, 2014",Current,Marketing Manager,"Saint Paul, MN",Yes,Yes,Neutral,Full-time,I have been working at 3M full-time for more than 5 years,Strong emphasis on R&D leads to sustainable success. Huge company with many different industries so if you tire of your job you can switch industries without leaving company. Much of the workforce has been here for 30+ years so great opportunity to fill those positions.,"Minnesota is cold in winter, slightly old-school stodgy environment (seems to be evolving), you need to develop your career path on your own as there is no specific career path (for marketers).",,2014-03-03,1,1,1,0,0,3,4.0,1.8693951450685868,1.4352063825840926,4.369463018189946,2.575669101365267,3.424330898634734,3.4760209155876227,1.8717194324856847,3.494514165643196,1.0721843305689451,1.3562050636142529,3.8417527155526736,2.409121088834564,2.5645740658811533,3.0099142433907304,1.0000507978996618,1.0001402405124789,4.981767943975445,strong emphasis rd lead sustainable success huge company many different industry tire job switch industry without leaving company much workforce ha year great opportunity fill position,minnesota cold winter slightly oldschool stodgy environment seems evolving need develop career path specific career path marketer,2,-1
already logged,3M is a great company with outstanding benefits.  They are a little old fashioned and can be sexist though,4.0,3.0,4.0,5.0,3.0,,"March 5, 2014",Past,Sourcing,,Yes,Yes,Neutral,Full-time,I worked at 3M full-time for more than 5 years,"Outstanding benefits, working with the best and have a wealth of opportunities",They can be a little old fashioned and sexist.  Opportunities for women aren't as great as those for men.  Men are not held to the same standards as the women,,2014-03-05,0,1,1,0,0,2,3.5,2.17528109623,1.1426995921633702,3.4300791752281805,2.2139131546396382,3.7860868453603618,3.3437268237669158,1.3726890111171142,2.2148910249011298,2.159185916889349,1.0745606702750596,2.1348125754293754,3.1364799289758536,1.862978942032106,2.8314458166211285,1.0007538599100054,1.0000231349144737,4.98095302487441,outstanding benefit working best wealth opportunity,little old fashioned sexist opportunity woman arent great men men held standard woman,16,-1
already logged,One of the best companies to work for,5.0,4.0,5.0,4.0,5.0,,"March 8, 2014",Past,Process and Industrial Engineering Supervisor,"Freehold, NJ",Yes,Yes,Neutral,Full-time,I worked at 3M full-time for more than 5 years,"Innovative, great leadership, focus on excellence and quality",The mag A/V division consolidated and shut down the Freehold operation,,2014-03-08,0,1,1,0,0,2,4.166666666666667,1.1062000461361474,1.4175028234813452,3.985237389993153,2.100158458343594,3.8998415416564067,1.3619826387331933,1.6773560169101858,4.466724278747953,1.0669320161212656,1.4757330284594865,1.663066675523264,1.484437542129485,2.7223813119764904,2.19140042828616,1.0000889559463562,1.000046985341766,4.999371341308071,innovative great leadership focus excellence quality,mag av division consolidated shut freehold operation,4,10
already logged,You can make your career here - and it can be diverse unlike any other company I've seen,4.0,3.0,3.0,5.0,3.0,,"March 10, 2014",Current,Anonymous Employee,"Saint Paul, MN",Yes,Yes,Neutral,Full-time,I have been working at 3M full-time for more than 8 years,Diverse career ladder and lattice options; colleagues always helpful; stability of company is unlike any other; positive energetic employees,More about working hard then playing hard; older regime and mentality is still there but slowly evolving away,,2014-03-10,1,1,1,0,0,3,3.5,2.070181613953081,1.9229508972178608,4.253950082175485,2.8175428264113758,3.1824571735886256,3.715435455914712,3.4052910900487507,3.791471831938935,1.4681254873773035,1.3152652036956367,3.177399041926789,2.6205102457642875,2.6530799535120093,2.917977569031857,1.0015780737186035,1.0004753390159362,4.9591009345991655,diverse career ladder lattice option colleague always helpful stability company unlike positive energetic employee,working hard playing hard older regime mentality still slowly evolving away,-1,10
already logged,"Great Company, Good Pay, Nice Area",5.0,,,,,,"March 12, 2014",Current,Focus Factory Associate,"Irvine, CA",Neutral,Neutral,Neutral,Full-time,I have been working at 3M full-time for more than a year,Hourly pay is good. Overtime is in high demand. Three Shifts with good shift differential.,"Seniority is key. management is cliche, hr doesn't work for production employees and stay on managements side.",,2014-03-12,1,0,0,1,0,2,3.5,1.6044578875882811,2.0280037580073733,4.4041441765853735,2.726048708761081,3.27395129123892,2.4942935053480952,3.476939982501273,3.851459638431335,1.172932482761469,1.4727050623159823,3.554996900508119,2.7308063441155306,3.0930367914102703,3.2177658350992884,1.0000643917037968,1.0093844276267132,4.942162684873443,hourly pay good overtime high demand three shift good shift differential,seniority key management cliche hr doesnt work production employee stay management side,-1,-1
already logged,"Good, stable job in growing industrial sector environment",4.0,4.0,4.0,4.0,4.0,,"March 24, 2014",Current,Senior Engineering Specialist,"Saint Paul, MN",Yes,Yes,Neutral,Full-time,I have been working at 3M full-time for more than 10 years,"Honest co-workers, a lot of flexibility to get the job done, within limits (see below).  Very interesting work, there's always something new going on, both in the product and process equipment aspects of the job.",Management stingy on 'discretionary spending' which is vital to networking for maximum effectiveness in position.  Pay increases are modest.  Senior technical staff have minimum spending authority.,,2014-03-24,1,1,1,0,0,3,3.8333333333333335,1.893419198614127,1.7324984185135015,3.6558493046554736,2.4306895644119018,3.5693104355880987,3.0141227637505734,2.9059136809187214,3.5997501161723218,1.4157726754462183,1.200028322269073,3.5888752888941498,3.4076932707909404,2.639390443900747,3.7549370203726538,1.0001812507217982,1.0020201311916603,3.3912688465693,honest coworkers lot flexibility get job done within limit see interesting work always something new going product process equipment aspect job,management stingy discretionary spending vital networking maximum effectiveness position pay increase modest senior technical staff minimum spending authority,-1,17
already logged,Solid company,4.0,3.0,4.0,4.0,3.0,,"March 24, 2014",Past,Human Resources,"Oakdale, MN",Yes,Yes,Neutral,Full-time,I worked at 3M full-time for more than 5 years,"Great benefits, competitive pay, room to advance, great ethics",If you don't grow up in the company it can seem strange; some systems are old technology,,2014-03-24,0,1,1,0,0,2,3.333333333333333,2.3907124845026493,1.5189507387231242,4.201956987446122,2.7622816502783136,3.2377183497216877,3.1682540890980286,2.0403760492105683,3.1877681246428327,3.386063249166253,1.1307254475587625,3.7829162326394665,2.4975775150907342,3.6173347091925474,2.4099534522628967,1.0001454775530223,1.0003780292725837,4.995813791343148,great benefit competitive pay room advance great ethic,dont grow company seem strange system old technology,7,8
already logged,Great Company,4.0,2.0,3.0,5.0,,,"March 27, 2014",Current,Product Engineer,"Nevada, MO",Yes,Neutral,Neutral,Full-time,I have been working at 3M full-time for more than a year,"Great company, amazing benefits. I would recommend anyone to work here","Managers tend to rise up the ranks moving from place to place... doesn't mean they're a good manager. They then tend to spend time trying to move up, instead of focusing on the job at hand.",,2014-03-27,1,1,0,1,0,3,3.4,1.6645271200463023,1.1693013195209228,4.25022901752804,2.332836081194351,3.667163918805648,2.1791867386219312,1.423268924206146,3.165038286154726,1.6357705640323703,1.0404433214072213,3.9250040968107305,3.2080074160540373,2.092657664840944,2.5914766777979312,1.0000608143869192,1.0000214653845632,4.990216677974057,great company amazing benefit would recommend anyone work,manager tend rise rank moving place place doesnt mean theyre good manager tend spend time trying move instead focusing job hand,15,4
already logged,A solid place to work - lots of room for growth (depends on your division),4.0,4.0,3.0,5.0,3.0,,"March 27, 2014",Current,Supply Chain Analyst,"Saint Paul, MN",Yes,Neutral,Neutral,Full-time,I have been working at 3M full-time for more than 3 years,"Being in my 30s I'm one of the ""younger"" crowd at 3M in my division and there are a lot of employees planning to retire and move on in the next few years, which gives people in my age range room for growth.  It's encouraging and they are working on learning how to develop their employees accordingly.","Implementing SAP in 2 years or so and there is a lot of fear around the corporate offices about how this will affect their business style and processes. I'm looking forward to it, but there is a lot of heartache going on about what could happen after implementation.  The training needed is extensive and anyone starting at the company now will have to learn everything for the current process and then relearn the ""new"" way in 2 years.",,2014-03-27,1,1,0,1,0,3,3.6666666666666665,3.4921568157346696,1.9498514346921103,4.712380732982028,3.600331002889842,2.399668997110158,2.9440683198656465,3.186848421228127,4.041632811626586,1.274923825964693,1.3129083435047828,4.461471422151936,2.5834312402540984,3.801529412713709,3.0462646622962732,4.93836306868681,1.0021815985844291,4.933341430056624,im one younger crowd division lot employee planning retire move next year give people age range room growth encouraging working learning develop employee accordingly,implementing sap year lot fear around corporate office affect business style process im looking forward lot heartache going could happen implementation training needed extensive anyone starting company learn everything current process relearn new way year,-1,2
already logged,"A great company, applies old marketing to new markets",4.0,4.0,4.0,5.0,3.0,,"April 3, 2014",Past,Senior Applications Development Specialist,"Houston, TX",Yes,Yes,Neutral,Full-time,I worked at 3M full-time for more than 3 years,Great technical support for new product applications.,Management should know market needs more clearly.,,2014-04-03,0,1,1,0,0,2,3.6666666666666665,1.5169761596177882,1.6332389216998129,4.2095363127149845,2.4489193739355484,3.551080626064452,1.9236188779662755,2.512075390354091,4.206501652137201,1.7784595570111803,1.4160697119297672,2.4485462459985907,1.9596265161872075,2.2960866816124854,3.11391231366375,1.0016319719595594,1.0001826942730592,4.988526501892982,great technical support new product application,management know market need clearly,4,-1
already logged,Great place to work!,5.0,4.0,4.0,5.0,4.0,,"April 4, 2014",Current,Pricing Analyst,"Indianapolis, IN",Yes,Yes,Neutral,Full-time,I have been working at 3M full-time for more than 10 years,"3M invests time and money in their employees in order to enpower them and set them up for success.They offer great pay, benefits, leadership, innovation.  Accomplishments are rewarded.","3M is always changing and sometimes the employees become expendable.  In an effort to increase productivity, sometimes the result is the opposite.  The workload can become lopsided.",,2014-04-04,1,1,1,0,0,3,4.166666666666667,1.4179607608484983,1.6081840068519455,4.258908195330735,2.4165235040007986,3.5834764959992014,2.0677498452363943,2.317496535528768,3.5586978814950814,1.0777765215314434,1.191034304100078,3.3205755823989973,2.4529749581708757,3.437205533138206,3.1600029150682225,1.0000620068258783,1.0002091682473535,4.996637773050517,invests time money employee order enpower set successthey offer great pay benefit leadership innovation accomplishment rewarded,always changing sometimes employee become expendable effort increase productivity sometimes result opposite workload become lopsided,-1,-1
already logged,"good job,  ""ok"" management",3.0,4.0,3.0,5.0,3.0,,"April 4, 2014",Current,Customer Service Representative,"Saint Paul, MN",Yes,Yes,Neutral,Full-time,I have been working at 3M full-time for more than 10 years,"I have an interesting job. It's nice, not to be micro-managed.  The pay and benefits are very good and we all have nice working conditions.","There's not much leadership or support when something goes wrong.  Most long-term 3M'rs are very closed minded.  When it comes to work , they do ""just"" what is written in their job discription.  ( that can be very frustrating)",,2014-04-04,1,1,1,0,0,3,3.5,2.1422578009790767,1.7344875953707732,3.804429702471416,2.5932613340460047,3.406738665953996,3.2595121954366757,2.9294925275426635,3.419904439910244,2.246199430430836,1.0186371715600475,1.7868434610999018,2.7908303476465037,3.1468678002406305,3.587090524010616,1.0002568513518113,1.000103033845903,4.998589095287762,interesting job nice micromanaged pay benefit good nice working condition,much leadership support something go wrong longterm mr closed minded come work written job discription frustrating,9,-1
already logged,Good place to start.,4.0,5.0,4.0,3.0,5.0,,"April 8, 2014",Current,Technical Aide,"Maplewood, MN",Yes,Yes,Neutral,Part-time,I have been working at 3M part-time for more than 3 years,I did this job while in school and after I graduated while looking for F/T opportunities. The hours were great and I had a flexible schedule that could adapt to my school schedule. I also had a great supervisor so I felt appreciated and liked coming to work.,You reach an hourly cap in pay. I got there within the first few months of being there so I wish I could have made more. My team's morale seemed low. I wish they had more opportunities for Technical Aides to begin Full Time or move to Full Time positions.,,2014-04-08,1,1,1,0,0,3,4.0,2.0906718048972763,1.7371976777543416,4.541213040884122,2.8609140189239626,3.139085981076037,3.2447381180422914,3.065872101143505,3.724662509864473,1.9825818214759177,1.0769239219511766,3.887487397905669,3.0711076149874104,2.47434938840245,3.8091500618699135,1.0001395153582262,1.001091157048624,4.9997054652941815,job school graduated looking ft opportunity hour great flexible schedule could adapt school schedule also great supervisor felt appreciated liked coming work,reach hourly cap pay got within first month wish could made team morale seemed low wish opportunity technical aide begin full time move full time position,9,-1
already logged,Earnings on the backs of employees,3.0,4.0,3.0,2.0,3.0,,"April 12, 2014",Current,Sales Management,"Raleigh, NC",No,Neutral,Neutral,Full-time,I have been working at 3M full-time for more than 10 years,Good first or second job for resume building.  If you originate from Minnesota you odds are better for advancement.,"One person doing the job of three due to many cutbacks over the last decade.  Moral is lousy, contrary to the ""studies"" that 3M mgmt refers to on a frequent basis. Pay raises, if any, are very low.  Via HR guidelines, job performance ratings are kept down in order to keep pay raises down as well.  Happens across the board.  Performance appraisal process is rigged to the core, I was part of it!",,2014-04-12,1,0,0,1,0,2,2.833333333333333,2.8504521596049246,3.6972508920748792,4.048205549660737,3.802027148658699,2.1979728513413006,4.600136811350343,3.1463677126092637,4.310895350699136,2.346123125787529,1.850096301706866,1.7928030122074492,3.200853149736252,2.8250333985067004,3.017988500537692,1.486358885849428,4.887652562239478,4.999334136924175,good first second job resume building originate minnesota odds better advancement,one person job three due many cutback last decade moral lousy contrary study mgmt refers frequent basis pay raise low via hr guideline job performance rating kept order keep pay raise well happens across board performance appraisal process rigged core wa part,-1,-1
already logged,The innovation company,5.0,4.0,4.0,5.0,3.0,,"April 16, 2014",Current,Key Account Manager,"Charlotte, NC",Yes,Yes,Neutral,Full-time,I have been working at 3M full-time for more than a year,"Compensation, Company car, Vacation, Company reputation, culture",Headquarters Location is undesirable for anybody not from MN,,2014-04-16,1,1,1,0,0,3,4.0,2.790370638815696,2.7492471695903866,3.68335013175996,3.239066641001888,2.7609333589981127,3.3712316795859465,3.8479345312762097,3.5663258874947554,4.251126259886656,2.134723521324891,1.307254904610449,3.747837721966266,2.817301946700141,3.322110822582262,1.0024592861094517,2.042495498828109,4.988925256571626,compensation company car vacation company reputation culture,headquarters location undesirable anybody mn,-1,3
already logged,A great learning opportunity,4.0,3.0,4.0,4.0,3.0,,"April 18, 2014",Current,Technical Service,"Saint Paul, MN",Yes,Yes,Neutral,Full-time,I have been working at 3M full-time,"Always challenged, never bored, always learning, very ethical company, travel opportunities, great ammenities, good pay, good stock options, good benefits","Some of the management does not have great leadership qualities, top management should really listen to employees better, employee performance review could be better",,2014-04-18,1,1,1,0,0,3,3.5,1.7862092085250585,1.4924133704676297,3.988811506718841,2.416071521291671,3.5839284787083288,2.6634408522369672,1.8498121985865144,3.1785396206129737,1.1851033740137005,1.1962972927466031,2.6640447712418918,4.226433730399119,3.8189617888817255,3.672112945643313,1.0000803703858498,1.0011359958519337,4.997342509937715,always challenged never bored always learning ethical company travel opportunity great ammenities good pay good stock option good benefit,management doe great leadership quality top management really listen employee better employee performance review could better,10,-1
already logged,Excellent experience at 3M with endless resources and assistance for both professional and personal growth.,5.0,3.0,5.0,5.0,4.0,,"April 18, 2014",Current,Sales Representative,"Chicago, IL",Yes,Yes,Neutral,Full-time,I have been working at 3M full-time for more than 3 years,"Benefits, competitive salary, diversity, culture, control your own career path (MANY options).",Corporate latter moves you regardless of where you want to live.,,2014-04-18,1,1,1,0,0,3,4.166666666666667,1.2018358923695922,2.1547342479726432,2.411814557183834,1.8323574942087535,4.167642505791246,1.3086923435000417,2.4700624516766294,4.539487561454093,1.156324270978183,3.0023432782846693,2.221459027990972,2.554052840649689,3.697837365250289,2.8987646193833365,1.0018001058528063,1.0048564240052642,1.091129514959173,benefit competitive salary diversity culture control career path many option,corporate latter move regardless want live,0,4
already logged,Diverse company with lots of opportunities,5.0,4.0,4.0,4.0,4.0,,"April 18, 2014",Current,Business Development Manager,"Saint Paul, MN",Yes,Neutral,Neutral,Full-time,I have been working at 3M full-time for more than 5 years,"3M is a lot of small companies, interconnected with common culture, shared technology.
3M has good corporate ethics and means to do the right thing, is supportive of employees.
3M values innovation.","3M likes to try new innovative businesses, but the safety net that used to exist for employees is no longer available.  While there are numerous activities, a 3M employee who plays it safe, who manages a large existing business well, is most likely to be promoted.",,2014-04-18,1,1,0,1,0,3,4.0,2.1273277923069136,2.0018918284914555,4.6286104984566006,3.0207230717499924,2.979276928250008,3.673617829541639,3.173248328948315,4.0363023165007625,1.2333043301431141,1.9193967796102036,4.2973968645741865,4.236118611336293,2.586855042724648,2.9088625602550326,1.0001769579415452,1.002253388370579,4.887852870017124,lot small company interconnected common culture shared technology ha good corporate ethic mean right thing supportive employee value innovation,like try new innovative business safety net used exist employee longer available numerous activity employee play safe manages large existing business well likely promoted,2,7
already logged,"Small pockets of exceptional vision and growth, some emerging expertise, some pockets of old-guard rote functionalism.",3.0,4.0,3.0,5.0,3.0,,"April 20, 2014",Past,AREA SALES MANAGER,"Saint Paul, MN",Yes,Yes,Neutral,Full-time,I worked at 3M full-time for more than 10 years,Opportunity to explore growth within varied markets and structure style. Multi-national organization where the name still has some clout. Excellent employer if you have the desire to work on varied projects and not worry about who gets the credit.,"Tendency to think the 3M brand will automatically garner market share. Hierarchy tends to be cylindrical amongst business units. Cooperation across business units tends to slow progress. Outside organizations tend to be viewed as sub-standard, whether through alliance, merger or acquisition.",,2014-04-20,0,1,1,0,0,2,3.333333333333333,2.6929676259731083,1.889319923062664,4.366039025734722,3.1067761009116044,2.893223899088396,3.3898549270635177,3.084591813414594,3.6752864371497727,4.286189726995767,1.55959490766401,3.8564342387174015,2.1780219724629672,2.712185227218433,2.1923195179778103,1.0413952799807922,1.00078730260492,4.999327459214247,opportunity explore growth within varied market structure style multinational organization name still ha clout excellent employer desire work varied project worry get credit,tendency think brand automatically garner market share hierarchy tends cylindrical amongst business unit cooperation across business unit tends slow progress outside organization tend viewed substandard whether alliance merger acquisition,2,7
already logged,"Pays well, but hard to advance in the company",3.0,4.0,3.0,4.0,1.0,,"April 20, 2014",Current,Production Operator,,Neutral,No,Neutral,Full-time,I have been working at 3M full-time for more than 10 years,Pay is good for the work that is done. Over time is paid for anything above 40 hours in the week and this contract has double time for Sunday even if Saturday was not worked.,"When hired 10 years ago, was told college and education were supported by the company. However found out when trying to further my education the college courses would not be covered by the company, even though positions were posted within the company  that met the courses requested.",,2014-04-20,1,0,0,0,0,1,2.6666666666666665,4.289635731246039,3.1588877347144977,4.638555924885037,4.407842931989549,1.5921570680104504,3.0244170033185065,4.236405120289159,4.324504981925447,3.758338039328484,2.0994433216069552,3.891733235479352,3.649808970845448,3.3395795107840103,2.7393754345875854,4.994331145187968,2.6144704835459485,4.993117427469487,pay good work done time paid anything hour week contract ha double time sunday even saturday wa worked,hired year ago wa told college education supported company however found trying education college course would covered company even though position posted within company met course requested,8,-1
already logged,Always something new,5.0,3.0,4.0,5.0,4.0,,"April 28, 2014",Past,Multiple,,Yes,Neutral,Neutral,Full-time,I worked at 3M full-time for more than 10 years,"Good people, open environment, ability to chart your own course and work in areas of interest.","Career paths are very open and flexible which is good, but also is a little ambiguous",,2014-04-28,0,1,0,1,0,2,3.8333333333333335,2.41482490945134,2.01791797625729,3.077609288267744,2.5408774115702433,3.4591225884297567,3.0015319903390085,3.219581151007858,3.529249594909782,3.2620481443757585,1.5932105249386763,1.822448124669424,3.831882961919372,3.6257636049662483,3.0487099467969934,1.0017795959027085,1.0000710742733312,3.450280961664161,good people open environment ability chart course work area interest,career path open flexible good also little ambiguous,1,-1
already logged,Nice work experiance,4.0,5.0,5.0,5.0,5.0,,"April 30, 2014",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,I have been working at 3M part-time for less than a year,"Full visa sponsorship (H1, Green card) available at no cost
 COGENT is an Equal Employment Opportunity (EEO) and E-Verify employer.",Location is not good especially for a computer based company,,2014-04-30,1,1,0,1,0,3,4.5,1.9642420804385268,4.129547323830214,3.7617772462316106,3.501145642145587,2.4988543578544125,3.50965615220416,4.8659731209341714,3.8505844925859933,1.5068785072560384,4.246909267473871,1.2473685723133248,2.0278026145890378,2.8202034128837266,3.288856157946105,1.0004538422678708,3.1879489992002954,4.9999098509159525,full visa sponsorship h green card available cost cogent equal employment opportunity eeo everify employer,location good especially computer based company,-1,3
already logged,My company was bought by 3M eight years ago.,3.0,2.0,2.0,4.0,2.0,,"May 1, 2014",Current,Manufacturing Engineer,"Los Angeles, CA",Neutral,Neutral,Neutral,Full-time,I have been working at 3M full-time for more than 8 years,The benefits are really pretty good. The insurance has saved my family a bunch of money ofer these alst eight years. I received pension money (for the 8 years) and I participated in their 401k. The stock purchase plan is pretty good as well with a 15% discount.,Working in a remote location doesn't help out much.  Still a lot of political issues to deal with. Much time is spent proving that you are working along with doing the actual work. Lots of hoops to jump through trying to satisfy remote management. HR refers employees to corporate headquarters for just about every question.,,2014-05-01,1,0,0,1,0,2,2.5,3.8972483471998434,1.7895182843973867,2.8516514756396623,2.9748586660235934,3.0251413339764066,3.5475681548597384,3.1043916597427565,3.506978077790564,1.858455527384752,1.0643986081741903,2.313682852986637,3.0711860248356877,2.9893807330483577,2.571650600163762,4.971043289290401,1.000879842262814,2.769187460429352,benefit really pretty good insurance ha saved family bunch money ofer alst eight year received pension money year participated k stock purchase plan pretty good well discount,working remote location doesnt help much still lot political issue deal much time spent proving working along actual work lot hoop jump trying satisfy remote management hr refers employee corporate headquarters every question,19,-1
already logged,IT Manager,4.0,2.0,4.0,4.0,3.0,,"May 4, 2014",,,,Yes,Yes,Neutral,,I worked at 3M,"Great people, great products, international connections provide interesting work.  Work-life balance left something to be desired.",Feel like I am always working for Wall Street not the customer.,,2014-05-04,0,1,1,0,0,2,3.1666666666666665,2.9102277793832494,3.638743348830277,4.181680514711148,3.854707542514828,2.145292457485173,4.661765308370719,3.1893651433738013,3.96472186391558,3.0672515867886214,1.4714607200287777,2.518737698861857,3.7515470136597537,2.9589128561137104,3.4083149309613674,1.0370831822165378,4.92301177471745,4.997569075096035,great people great product international connection provide interesting work worklife balance left something desired,feel like always working wall street customer,5,6
already logged,"Technical Aide, 3M",4.0,5.0,5.0,5.0,4.0,,"May 7, 2014",Past,Technical Aide,"Maplewood, MN",Yes,Yes,Neutral,Part-time,I worked at 3M part-time for more than a year,"he people were awesome, pay was great for that level, hours were very flexible, and work was pretty independent of supervision. Overall it was a really good opportunity as an undergrad to get some experience in a real engineering position, learn from engineers, scientists, etc. The daily work itself was was nice, pretty chill, stress free. It was VERY hands on too, which was a huge plus. This isn't a job where you're sitting at a computer all day. You are in the lab, getting your hands dirty, doing something you know is meaningful to the company.","For me, the work wasn't challenging enough. I learned everything pretty quick, and after that, opportunities to learn more, take on more responsibilities, didn't come up very frequently.",,2014-05-07,0,1,1,0,0,2,4.166666666666667,2.719101246096919,2.0716018256984694,4.414092110657523,3.2124567553210945,2.7875432446789064,4.249952820891329,3.800337798951032,3.011219089717589,1.96564437896192,1.3297594944015585,4.168392719800797,3.4056596734356286,2.8359666393439062,4.1066496380105635,1.6372255475038764,1.0073678739991467,4.997123814937524,people awesome pay wa great level hour flexible work wa pretty independent supervision overall wa really good opportunity undergrad get experience real engineering position learn engineer scientist etc daily work wa wa nice pretty chill stress free wa hand wa huge plus isnt job youre sitting computer day lab getting hand dirty something know meaningful company,work wasnt challenging enough learned everything pretty quick opportunity learn take responsibility didnt come frequently,-1,8
already logged,A great team with focus and passion to achieve the same goal!,5.0,5.0,5.0,5.0,5.0,,"May 9, 2014",Current,Marketing Manager,"Saint Paul, MN",Yes,Yes,Neutral,Full-time,I have been working at 3M full-time for more than 10 years,"3M maintains a certain caliber of people such that no matter how high you get you are consistently challenged with new theories and models. The drive to win is foremost but never at the expense of individual contributors. I've never seen an employee act with anything other than integrity and transparency. We are a company that continues to innovate in technology, but also recognizes our people assets.","Size. 3M is BIG! With over 80,000 employees, $36 Billion in revenues, and locations and people all over the world size is our greatest challenge to cope with. The cross functional matrix leaders in this company are the key to unlocking the code.",,2014-05-09,1,1,1,0,0,3,4.666666666666667,1.4261810792276561,2.3692615756858206,1.1176637698923717,1.5093810278526067,4.490618972147394,2.0340376703811005,3.719820153925632,1.2226595046291595,1.1935498179817348,2.6270132928912107,1.8414969146875568,2.313147434543585,2.6749923523159302,2.410558148233026,1.0000725002887192,1.0021002686273626,1.0012074730490308,maintains certain caliber people matter high get consistently challenged new theory model drive win foremost never expense individual contributor ive never seen employee act anything integrity transparency company continues innovate technology also recognizes people asset,size big employee billion revenue location people world size greatest challenge cope cross functional matrix leader company key unlocking code,0,3
already logged,Tech Aide,5.0,5.0,5.0,5.0,4.0,,"May 14, 2014",Past,Technical Aide,"Maplewood, MN",Yes,Yes,Neutral,Part-time,I worked at 3M part-time for more than 3 years,Great place to learn about upcoming technologies.  Hard work pays off.  Tech Aide position is a great way to gain experience.,Very focused on chemical and mechanical engineering.  Other disciplines of engineering have limited roles.,,2014-05-14,0,1,1,0,0,2,4.333333333333333,2.731400662947625,1.715215178676304,4.073262538650452,2.9357388643921363,3.064261135607864,4.28596991698735,2.8621272855074786,4.126250204585163,2.49503083383794,1.0941721438699366,2.700342609477156,3.023741743253275,2.936074668698603,3.5143667993002627,1.3904641371896254,1.0007422252973373,4.516608209874699,great place learn upcoming technology hard work pay tech aide position great way gain experience,focused chemical mechanical engineering discipline engineering limited role,-1,8
already logged,Financially solid company offering unlimited career opportunities,5.0,2.0,5.0,4.0,4.0,,"May 16, 2014",Current,Sales Manager,"Saint Paul, MN",Yes,Yes,Neutral,Full-time,I have been working at 3M full-time for more than 10 years,Due to 3M's size there are a number of divisions and career paths one can choose from,They are conservative and slow to change.,,2014-05-16,1,1,1,0,0,3,3.8333333333333335,1.6047418264753246,2.3077464981687563,3.874559413964778,2.6357994659414437,3.3642005340585563,2.8589788214997376,4.115017670302788,3.691038893679353,1.1703960261259372,1.6619996840209472,2.221420581729994,1.3125758014561468,3.3581784302422624,2.1310838121262625,1.0000841861905194,1.0177859791447097,4.972989378804245,due size number division career path one choose,conservative slow change,2,14
already logged,Over three decades of product development and tech service experience in specialty chemicals and polymers.,4.0,4.0,4.0,3.0,3.0,,"May 17, 2014",Current,Product Development Specialist,"Maplewood, MN",Yes,Yes,Neutral,Full-time,I have been working at 3M full-time for more than 10 years,"3M still fosters an environment of innovation and personal growth, where risk taking is often allowed in selected job functions.  The laboratory is the best place to be.",3M HR policies over the last decade have made the compensation picture more difficult to comprehend than a Pollock abstract.,,2014-05-17,1,1,1,0,0,3,3.5,1.8811364102286292,1.854282556256816,4.218637833444868,2.6963524274889017,3.3036475725110983,2.7503994497867503,3.0882229440434497,4.307966614737916,2.096086777334849,1.4874977554901359,2.274260589898873,1.8354063463919457,2.5085439988483484,3.346912993946716,1.0521422553444666,1.0003341444863656,4.999339622185903,still foster environment innovation personal growth risk taking often allowed selected job function laboratory best place,hr policy last decade made compensation picture difficult comprehend pollock abstract,-1,-1
already logged,Frustrating and disappointing,1.0,1.0,2.0,3.0,1.0,,"May 24, 2014",Past,Sales,"Phoenix, AZ",Yes,Neutral,Neutral,Full-time,I worked at 3M full-time for more than 5 years,Some good products and great benefits,"Pompous, arrogant, and far too many ""managers"" who add nothing to the bottom line, but pound on those who do.   Good products, but seriously over-priced.   3M had no problem raising the price many times on numerous products as the financial crunch of 2007-08 was impacting businesses, thinking their sales would not be affected much.   They lost many long-time customers just because of the insulting arrogance of doing so.   It's a reflection of the mentality of the leadership of this company.",,2014-05-24,0,1,0,1,0,2,1.6666666666666667,3.86516565833937,1.894432605950976,3.818773535977694,3.383294761330288,2.616705238669712,3.5244857154562634,3.410443678773713,3.336409655972628,1.1167278684252055,1.1104620424670255,2.0874022451474445,5.0,2.933303507882544,3.1989768953740456,4.999856430349314,1.0000326750853905,4.976840032537141,good product great benefit,pompous arrogant far many manager add nothing bottom line pound good product seriously overpriced problem raising price many time numerous product financial crunch wa impacting business thinking sale would affected much lost many longtime customer insulting arrogance reflection mentality leadership company,-1,2
